Date,Time (GMT),Verified (m)
2024/02/01,00:00,0.7135605511240031
2024/02/01,01:00,0.6113125453226977
2024/02/01,02:00,0.49093546047860775
2024/02/01,03:00,0.37273386511965195
2024/02/01,04:00,0.28353879622915157
2024/02/01,05:00,0.23712835387962294
2024/02/01,06:00,0.24510514865844818
2024/02/01,07:00,0.3270485859318347
2024/02/01,08:00,0.47788252356780286
2024/02/01,09:00,0.6453952139231329
2024/02/01,10:00,0.7592458303118202
2024/02/01,11:00,0.7824510514865847
2024/02/01,12:00,0.7280638143582308
2024/02/01,13:00,0.6330674401740394
2024/02/01,14:00,0.5206671501087746
2024/02/01,15:00,0.4068165337200871
2024/02/01,16:00,0.3139956490210297
2024/02/01,17:00,0.2581580855692531
2024/02/01,18:00,0.2487309644670051
2024/02/01,19:00,0.30094271211022483
2024/02/01,20:00,0.42204496011602616
2024/02/01,21:00,0.5772298767222626
2024/02/01,22:00,0.7019579405366209
2024/02/01,23:00,0.7498187092095724
2024/02/02,00:00,0.7186366932559828
2024/02/02,01:00,0.64394488759971
2024/02/02,02:00,0.5460478607686731
2024/02/02,03:00,0.44017403915881076
2024/02/02,04:00,0.3466279912980421
2024/02/02,05:00,0.28571428571428575
2024/02/02,06:00,0.2697606961566353
2024/02/02,07:00,0.30891950688905007
2024/02/02,08:00,0.4111675126903554
2024/02/02,09:00,0.5547498187092097
2024/02/02,10:00,0.6831036983321249
2024/02/02,11:00,0.7425670775924585
2024/02/02,12:00,0.7258883248730966
2024/02/02,13:00,0.6591733139956492
2024/02/02,14:00,0.5699782451051488
2024/02/02,15:00,0.47135605511240036
2024/02/02,16:00,0.37926033357505445
2024/02/02,17:00,0.312545322697607
2024/02/02,18:00,0.28353879622915157
2024/02/02,19:00,0.30021754894851344
2024/02/02,20:00,0.37345902828136335
2024/02/02,21:00,0.495286439448876
2024/02/02,22:00,0.6221899927483686
2024/02/02,23:00,0.6997824510514868
2024/02/03,00:00,0.7063089195068892
2024/02/03,01:00,0.6620739666424946
2024/02/03,02:00,0.591007976794779
2024/02/03,03:00,0.5061638868745469
2024/02/03,04:00,0.41914430746918063
2024/02/03,05:00,0.34952864394488764
2024/02/03,06:00,0.3110949963741842
2024/02/03,07:00,0.3139956490210297
2024/02/03,08:00,0.3662073966642495
2024/02/03,09:00,0.4677302393038434
2024/02/03,10:00,0.5881073241479334
2024/02/03,11:00,0.6765772298767224
2024/02/03,12:00,0.7019579405366209
2024/02/03,13:00,0.6715010877447427
2024/02/03,14:00,0.6105873821609864
2024/02/03,15:00,0.5337200870195795
2024/02/03,16:00,0.4525018129079043
2024/02/03,17:00,0.3799854967367658
2024/02/03,18:00,0.33357505438723717
2024/02/03,19:00,0.3205221174764323
2024/02/03,20:00,0.3480783176214649
2024/02/03,21:00,0.42131979695431476
2024/02/03,22:00,0.5264684554024657
2024/02/03,23:00,0.6221899927483686
2024/02/04,00:00,0.67005076142132
2024/02/04,01:00,0.6656997824510517
2024/02/04,02:00,0.6272661348803483
2024/02/04,03:00,0.5692530819434374
2024/02/04,04:00,0.49891225525743305
2024/02/04,05:00,0.42784626540971726
2024/02/04,06:00,0.37273386511965195
2024/02/04,07:00,0.34372733865119653
2024/02/04,08:00,0.34880348078317625
2024/02/04,09:00,0.39521392313270487
2024/02/04,10:00,0.48005801305293694
2024/02/04,11:00,0.5757795503988399
2024/02/04,12:00,0.6424945612762873
2024/02/04,13:00,0.660623640319072
2024/02/04,14:00,0.6395939086294419
2024/02/04,15:00,0.5931834662799131
2024/02/04,16:00,0.5315445975344454
2024/02/04,17:00,0.4633792603335751
2024/02/04,18:00,0.40319071791153016
2024/02/04,19:00,0.363306744017404
2024/02/04,20:00,0.350253807106599
2024/02/04,21:00,0.3705583756345178
2024/02/04,22:00,0.42929659173314005
2024/02/04,23:00,0.5134155184916607
2024/02/05,00:00,0.5917331399564904
2024/02/05,01:00,0.638143582306019
2024/02/05,02:00,0.6468455402465556
2024/02/05,03:00,0.6258158085569254
2024/02/05,04:00,0.5815808556925309
2024/02/05,05:00,0.521392313270486
2024/02/05,06:00,0.4568527918781727
2024/02/05,07:00,0.401015228426396
2024/02/05,08:00,0.3647570703408267
2024/02/05,09:00,0.35532994923857875
2024/02/05,10:00,0.3836113125453227
2024/02/05,11:00,0.4488759970993474
2024/02/05,12:00,0.5322697606961568
2024/02/05,13:00,0.6011602610587383
2024/02/05,14:00,0.638143582306019
2024/02/05,15:00,0.6403190717911532
2024/02/05,16:00,0.6120377084844091
2024/02/05,17:00,0.5605511240029007
2024/02/05,18:00,0.4967367657722988
2024/02/05,19:00,0.4358230601885425
2024/02/05,20:00,0.38651196519216824
2024/02/05,21:00,0.3575054387237129
2024/02/05,22:00,0.35823060188542427
2024/02/05,23:00,0.3966642494561277
2024/02/06,00:00,0.46700507614213205
2024/02/06,01:00,0.5518491660623641
2024/02/06,02:00,0.6207396664249457
2024/02/06,03:00,0.6577229876722265
2024/02/06,04:00,0.6577229876722265
2024/02/06,05:00,0.6236403190717913
2024/02/06,06:00,0.5634517766497463
2024/02/06,07:00,0.49093546047860775
2024/02/06,08:00,0.41914430746918063
2024/02/06,09:00,0.3611312545322698
2024/02/06,10:00,0.32922407541696885
2024/02/06,11:00,0.3364757070340827
2024/02/06,12:00,0.3886874546773024
2024/02/06,13:00,0.4757070340826687
2024/02/06,14:00,0.5707034082668602
2024/02/06,15:00,0.6424945612762873
2024/02/06,16:00,0.6729514140681655
2024/02/06,17:00,0.6598984771573606
2024/02/06,18:00,0.6105873821609864
2024/02/06,19:00,0.540246555474982
2024/02/06,20:00,0.4633792603335751
2024/02/06,21:00,0.3908629441624366
2024/02/06,22:00,0.3372008701957941
2024/02/06,23:00,0.31544597534445257
2024/02/07,00:00,0.33575054387237135
2024/02/07,01:00,0.4089920232052212
2024/02/07,02:00,0.517766497461929
2024/02/07,03:00,0.6250906453952141
2024/02/07,04:00,0.6968817984046412
2024/02/07,05:00,0.7157360406091372
2024/02/07,06:00,0.6823785351704136
2024/02/07,07:00,0.6105873821609864
2024/02/07,08:00,0.5170413343002177
2024/02/07,09:00,0.41841914430746924
2024/02/07,10:00,0.33357505438723717
2024/02/07,11:00,0.2784626540971719
2024/02/07,12:00,0.2675852066715011
2024/02/07,13:00,0.31544597534445257
2024/02/07,14:00,0.42349528643944895
2024/02/07,15:00,0.5583756345177666
2024/02/07,16:00,0.6715010877447427
2024/02/07,17:00,0.7295141406816534
2024/02/07,18:00,0.7251631617113853
2024/02/07,19:00,0.6686004350978971
2024/02/07,20:00,0.5786802030456855
2024/02/07,21:00,0.4742567077592459
2024/02/07,22:00,0.37418419144307474
2024/02/07,23:00,0.29659173313995657
2024/02/08,00:00,0.2530819434372734
2024/02/08,01:00,0.26540971718636697
2024/02/08,02:00,0.3517041334300218
2024/02/08,03:00,0.49891225525743305
2024/02/08,04:00,0.6519216823785353
2024/02/08,05:00,0.7563451776649748
2024/02/08,06:00,0.7868020304568529
2024/02/08,07:00,0.7440174039158812
2024/02/08,08:00,0.6504713560551125
2024/02/08,09:00,0.5271936185641771
2024/02/08,10:00,0.39956490210297324
2024/02/08,11:00,0.2915155910079768
2024/02/08,12:00,0.21827411167512695
2024/02/08,13:00,0.19289340101522845
2024/02/08,14:00,0.24510514865844818
2024/02/08,15:00,0.3850616388687455
2024/02/08,16:00,0.5663524292965918
2024/02/08,17:00,0.7200870195794056
2024/02/08,18:00,0.7991298042059465
2024/02/08,19:00,0.7918781725888326
2024/02/08,20:00,0.7171863669325599
2024/02/08,21:00,0.6011602610587383
2024/02/08,22:00,0.46627991298042065
2024/02/08,23:00,0.34155184916606246
2024/02/09,00:00,0.24437998549673678
2024/02/09,01:00,0.18636693255982598
2024/02/09,02:00,0.195794053662074
2024/02/09,03:00,0.3081943437273387
2024/02/09,04:00,0.5010877447425672
2024/02/09,05:00,0.6983321247280639
2024/02/09,06:00,0.828136330674402
2024/02/09,07:00,0.8564176939811459
2024/02/09,08:00,0.7947788252356781
2024/02/09,09:00,0.6729514140681655
2024/02/09,10:00,0.5199419869470633
2024/02/09,11:00,0.36838288614938364
2024/02/09,12:00,0.24510514865844818
2024/02/09,13:00,0.1559100797679478
2024/02/09,14:00,0.1211022480058013
2024/02/09,15:00,0.18854242204496013
2024/02/09,16:00,0.36838288614938364
2024/02/09,17:00,0.5960841189267586
2024/02/09,18:00,0.7824510514865847
2024/02/09,19:00,0.8680203045685281
2024/02/09,20:00,0.8462654097171866
2024/02/09,21:00,0.7461928934010154
2024/02/09,22:00,0.6011602610587383
2024/02/09,23:00,0.44089920232052215
2024/02/10,00:00,0.30021754894851344
2024/02/10,01:00,0.1907179115300943
2024/02/10,02:00,0.1211022480058013
2024/02/10,03:00,0.13995649021029735
2024/02/10,04:00,0.2886149383611313
2024/02/10,05:00,0.5286439448875998
2024/02/10,06:00,0.7614213197969545
2024/02/10,07:00,0.8999274836838291
2024/02/10,08:00,0.9122552574329227
2024/02/10,09:00,0.8237853517041336
2024/02/10,10:00,0.6744017403915882
2024/02/10,11:00,0.4981870920957216
2024/02/10,12:00,0.3321247280638144
2024/02/10,13:00,0.19869470630891956
2024/02/10,14:00,0.09717186366932562
2024/02/10,15:00,0.06236403190717913
2024/02/10,16:00,0.15736040609137056
2024/02/10,17:00,0.3814358230601886
2024/02/10,18:00,0.6482958665699784
2024/02/10,19:00,0.8498912255257434
2024/02/10,20:00,0.9238578680203048
2024/02/10,21:00,0.8759970993473534
2024/02/10,22:00,0.7483683828861496
2024/02/10,23:00,0.5786802030456855
2024/02/11,00:00,0.40319071791153016
2024/02/11,01:00,0.2545322697606962
2024/02/11,02:00,0.1363306744017404
2024/02/11,03:00,0.06598984771573604
2024/02/11,04:00,0.11022480058013054
2024/02/11,05:00,0.303118201595359
2024/02/11,06:00,0.5837563451776651
2024/02/11,07:00,0.8332124728063817
2024/02/11,08:00,0.9586656997824512
2024/02/11,09:00,0.9419869470630894
2024/02/11,10:00,0.8252356780275564
2024/02/11,11:00,0.6540971718636694
2024/02/11,12:00,0.4641044234952865
2024/02/11,13:00,0.293691080493111
2024/02/11,14:00,0.15373459028281367
2024/02/11,15:00,0.04713560551124004
2024/02/11,16:00,0.029006526468455404
2024/02/11,17:00,0.16388687454677306
2024/02/11,18:00,0.42929659173314005
2024/02/11,19:00,0.7171863669325599
2024/02/11,20:00,0.9086294416243657
2024/02/11,21:00,0.9514140681653374
2024/02/11,22:00,0.8730964467005078
2024/02/11,23:00,0.7222625090645396
2024/02/12,00:00,0.5366207396664251
2024/02/12,01:00,0.3575054387237129
2024/02/12,02:00,0.20884699057287892
2024/02/12,03:00,0.08992023205221175
2024/02/12,04:00,0.03625815808556926
2024/02/12,05:00,0.12037708484408993
2024/02/12,06:00,0.3575054387237129
2024/02/12,07:00,0.6598984771573606
2024/02/12,08:00,0.8984771573604062
2024/02/12,09:00,0.9876722262509067
2024/02/12,10:00,0.9361856417693983
2024/02/12,11:00,0.7976794778825238
2024/02/12,12:00,0.6134880348078319
2024/02/12,13:00,0.42131979695431476
2024/02/12,14:00,0.2538071065989848
2024/02/12,15:00,0.11385061638868746
2024/02/12,16:00,0.01812907904278463
2024/02/12,17:00,0.03625815808556926
2024/02/12,18:00,0.21682378535170418
2024/02/12,19:00,0.5090645395213924
2024/02/12,20:00,0.7882523567802757
2024/02/12,21:00,0.941261783901378
2024/02/12,22:00,0.941261783901378
2024/02/12,23:00,0.8353879622915158
2024/02/13,00:00,0.67005076142132
2024/02/13,01:00,0.4822335025380711
2024/02/13,02:00,0.31036983321247286
2024/02/13,03:00,0.1696881798404641
2024/02/13,04:00,0.06526468455402465
2024/02/13,05:00,0.04713560551124004
2024/02/13,06:00,0.17911530094271214
2024/02/13,07:00,0.44525018129079047
2024/02/13,08:00,0.7396664249456129
2024/02/13,09:00,0.935460478607687
2024/02/13,10:00,0.9760696156635245
2024/02/13,11:00,0.8934010152284266
2024/02/13,12:00,0.7425670775924585
2024/02/13,13:00,0.5576504713560553
2024/02/13,14:00,0.37418419144307474
2024/02/13,15:00,0.21827411167512695
2024/02/13,16:00,0.09209572153734591
2024/02/13,17:00,0.029006526468455404
2024/02/13,18:00,0.09499637418419146
2024/02/13,19:00,0.3110949963741842
2024/02/13,20:00,0.6018854242204497
2024/02/13,21:00,0.8390137781000727
2024/02/13,22:00,0.9340101522842641
2024/02/13,23:00,0.8926758520667152
2024/02/14,00:00,0.7672226250906456
2024/02/14,01:00,0.600435097897027
2024/02/14,02:00,0.42422044960116034
2024/02/14,03:00,0.2704858593183467
2024/02/14,04:00,0.15010877447425672
2024/02/14,05:00,0.07759245830311823
2024/02/14,06:00,0.10659898477157362
2024/02/14,07:00,0.27628716461203773
2024/02/14,08:00,0.5445975344452503
2024/02/14,09:00,0.7969543147208124
2024/02/14,10:00,0.9289340101522844
2024/02/14,11:00,0.9209572153734592
2024/02/14,12:00,0.8194343727338652
2024/02/14,13:00,0.6678752719361858
2024/02/14,14:00,0.495286439448876
2024/02/14,15:00,0.33284989122552583
2024/02/14,16:00,0.19941986947063092
2024/02/14,17:00,0.10369833212472807
2024/02/14,18:00,0.08629441624365483
2024/02/14,19:00,0.19651921682378537
2024/02/14,20:00,0.4249456127628717
2024/02/14,21:00,0.6802030456852793
2024/02/14,22:00,0.8506163886874549
2024/02/14,23:00,0.8854242204496013
2024/02/15,00:00,0.8121827411167514
2024/02/15,01:00,0.6845540246555476
2024/02/15,02:00,0.5293691080493113
2024/02/15,03:00,0.37708484408992027
2024/02/15,04:00,0.252356780275562
2024/02/15,05:00,0.16316171138506166
2024/02/15,06:00,0.13270485859318348
2024/02/15,07:00,0.20377084844089924
2024/02/15,08:00,0.3872371283538797
2024/02/15,09:00,0.6236403190717913
2024/02/15,10:00,0.8107324147933287
2024/02/15,11:00,0.8781725888324875
2024/02/15,12:00,0.8361131254532271
2024/02/15,13:00,0.730239303843365
2024/02/15,14:00,0.591007976794779
2024/02/15,15:00,0.4416243654822336
2024/02/15,16:00,0.30964467005076146
2024/02/15,17:00,0.20884699057287892
2024/02/15,18:00,0.15373459028281367
2024/02/15,19:00,0.1812907904278463
2024/02/15,20:00,0.31472081218274117
2024/02/15,21:00,0.5235678027556202
2024/02/15,22:00,0.7186366932559828
2024/02/15,23:00,0.8194343727338652
2024/02/16,00:00,0.8071065989847717
2024/02/16,01:00,0.7244379985496738
2024/02/16,02:00,0.606236403190718
2024/02/16,03:00,0.4749818709209573
2024/02/16,04:00,0.35532994923857875
2024/02/16,05:00,0.2632342277012328
2024/02/16,06:00,0.21029731689630168
2024/02/16,07:00,0.21609862218999276
2024/02/16,08:00,0.3081943437273387
2024/02/16,09:00,0.4757070340826687
2024/02/16,10:00,0.6584481508339378
2024/02/16,11:00,0.7773749093546048
2024/02/16,12:00,0.7984046410442351
2024/02/16,13:00,0.7432922407541699
2024/02/16,14:00,0.6475707034082671
2024/02/16,15:00,0.5308194343727339
2024/02/16,16:00,0.414068165337201
2024/02/16,17:00,0.31544597534445257
2024/02/16,18:00,0.2487309644670051
2024/02/16,19:00,0.2306018854242205
2024/02/16,20:00,0.284263959390863
2024/02/16,21:00,0.4133430021754895
2024/02/16,22:00,0.5786802030456855
2024/02/16,23:00,0.7092095721537347
2024/02/17,00:00,0.7563451776649748
2024/02/17,01:00,0.7273386511965194
2024/02/17,02:00,0.651196519216824
2024/02/17,03:00,0.5540246555474984
2024/02/17,04:00,0.4525018129079043
2024/02/17,05:00,0.3647570703408267
2024/02/17,06:00,0.3023930384336476
2024/02/17,07:00,0.27483683828861494
2024/02/17,08:00,0.2994923857868021
2024/02/17,09:00,0.3857868020304569
2024/02/17,10:00,0.5163161711385063
2024/02/17,11:00,0.6417693981145759
2024/02/17,12:00,0.7121102248005804
2024/02/17,13:00,0.7157360406091372
2024/02/17,14:00,0.6686004350978971
2024/02/17,15:00,0.5931834662799131
2024/02/17,16:00,0.5054387237128355
2024/02/17,17:00,0.41986947063089197
2024/02/17,18:00,0.34880348078317625
2024/02/17,19:00,0.30674401740391594
2024/02/17,20:00,0.30674401740391594
2024/02/17,21:00,0.3611312545322698
2024/02/17,22:00,0.4633792603335751
2024/02/17,23:00,0.5794053662073968
2024/02/18,00:00,0.6620739666424946
2024/02/18,01:00,0.6910804931109501
2024/02/18,02:00,0.6686004350978971
2024/02/18,03:00,0.6120377084844091
2024/02/18,04:00,0.5409717186366935
2024/02/18,05:00,0.4677302393038434
2024/02/18,06:00,0.401015228426396
2024/02/18,07:00,0.35242929659173317
2024/02/18,08:00,0.33284989122552583
2024/02/18,09:00,0.3517041334300218
2024/02/18,10:00,0.414068165337201
2024/02/18,11:00,0.50253807106599
2024/02/18,12:00,0.5881073241479334
2024/02/18,13:00,0.6424945612762873
2024/02/18,14:00,0.6555474981870922
2024/02/18,15:00,0.6308919506889051
2024/02/18,16:00,0.5815808556925309
2024/02/18,17:00,0.5199419869470633
2024/02/18,18:00,0.4539521392313271
2024/02/18,19:00,0.39521392313270487
2024/02/18,20:00,0.3575054387237129
2024/02/18,21:00,0.35387962291515596
2024/02/18,22:00,0.3901377810007252
2024/02/18,23:00,0.457577955039884
2024/02/19,00:00,0.5358955765047136
2024/02/19,01:00,0.606236403190718
2024/02/19,02:00,0.6453952139231329
2024/02/19,03:00,0.6461203770848443
2024/02/19,04:00,0.6156635242929661
2024/02/19,05:00,0.5670775924583034
2024/02/19,06:00,0.5083393763596811
2024/02/19,07:00,0.44597534445250187
2024/02/19,08:00,0.39231327048585934
2024/02/19,09:00,0.3611312545322698
2024/02/19,10:00,0.36040609137055846
2024/02/19,11:00,0.39231327048585934
2024/02/19,12:00,0.4510514865844816
2024/02/19,13:00,0.5250181290790429
2024/02/19,14:00,0.5939086294416245
2024/02/19,15:00,0.6337926033357507
2024/02/19,16:00,0.6366932559825962
2024/02/19,17:00,0.6098622189992751
2024/02/19,18:00,0.5620014503263235
2024/02/19,19:00,0.4981870920957216
2024/02/19,20:00,0.4321972443799856
2024/02/19,21:00,0.3821609862219
2024/02/19,22:00,0.36040609137055846
2024/02/19,23:00,0.3698332124728064
2024/02/20,00:00,0.4089920232052212
2024/02/20,01:00,0.4807831762146484
2024/02/20,02:00,0.5663524292965918
2024/02/20,03:00,0.6352429296591735
2024/02/20,04:00,0.6642494561276289
2024/02/20,05:00,0.6533720087019581
2024/02/20,06:00,0.6149383611312548
2024/02/20,07:00,0.5525743292240756
2024/02/20,08:00,0.4757070340826687
2024/02/20,09:00,0.40319071791153016
2024/02/20,10:00,0.35242929659173317
2024/02/20,11:00,0.32849891225525746
2024/02/20,12:00,0.3379260333575055
2024/02/20,13:00,0.3894126178390138
2024/02/20,14:00,0.4807831762146484
2024/02/20,15:00,0.5815808556925309
2024/02/20,16:00,0.6526468455402468
2024/02/20,17:00,0.6765772298767224
2024/02/20,18:00,0.6598984771573606
2024/02/20,19:00,0.6084118926758522
2024/02/20,20:00,0.5286439448875998
2024/02/20,21:00,0.4416243654822336
2024/02/20,22:00,0.37128353879622916
2024/02/20,23:00,0.32922407541696885
2024/02/21,00:00,0.3168963016678753
2024/02/21,01:00,0.3517041334300218
2024/02/21,02:00,0.44089920232052215
2024/02/21,03:00,0.5598259608411894
2024/02/21,04:00,0.6613488034807833
2024/02/21,05:00,0.7106598984771575
2024/02/21,06:00,0.7070340826686006
2024/02/21,07:00,0.6598984771573606
2024/02/21,08:00,0.577955039883974
2024/02/21,09:00,0.4757070340826687
2024/02/21,10:00,0.3828861493836114
2024/02/21,11:00,0.3139956490210297
2024/02/21,12:00,0.2741116751269036
2024/02/21,13:00,0.2770123277737491
2024/02/21,14:00,0.3459028281363307
2024/02/21,15:00,0.47208121827411176
2024/02/21,16:00,0.6084118926758522
2024/02/21,17:00,0.7019579405366209
2024/02/21,18:00,0.7331399564902105
2024/02/21,19:00,0.707759245830312
2024/02/21,20:00,0.6352429296591735
2024/02/21,21:00,0.5286439448875998
2024/02/21,22:00,0.41914430746918063
2024/02/21,23:00,0.33284989122552583
2024/02/22,00:00,0.27483683828861494
2024/02/22,01:00,0.2581580855692531
2024/02/22,02:00,0.30964467005076146
2024/02/22,03:00,0.4350978970268311
2024/02/22,04:00,0.5917331399564904
2024/02/22,05:00,0.7157360406091372
2024/02/22,06:00,0.7686729514140683
2024/02/22,07:00,0.7519941986947064
2024/02/22,08:00,0.6816533720087021
2024/02/22,09:00,0.5699782451051488
2024/02/22,10:00,0.44525018129079047
2024/02/22,11:00,0.3393763596809283
2024/02/22,12:00,0.26105873821609865
2024/02/22,13:00,0.2153734590282814
2024/02/22,14:00,0.23277737490935463
2024/02/22,15:00,0.3379260333575055
2024/02/22,16:00,0.5047135605511242
2024/02/22,17:00,0.6671501087744743
2024/02/22,18:00,0.7643219724438
2024/02/22,19:00,0.7817258883248732
2024/02/22,20:00,0.7316896301667877
2024/02/22,21:00,0.6279912980420597
2024/02/22,22:00,0.495286439448876
2024/02/22,23:00,0.37273386511965195
2024/02/23,00:00,0.2784626540971719
2024/02/23,01:00,0.21682378535170418
2024/02/23,02:00,0.21319796954314724
2024/02/23,03:00,0.3016678752719362
2024/02/23,04:00,0.47063089195068897
2024/02/23,05:00,0.6562726613488036
2024/02/23,06:00,0.7824510514865847
2024/02/23,07:00,0.8165337200870197
2024/02/23,08:00,0.7708484408992025
2024/02/23,09:00,0.6678752719361858
2024/02/23,10:00,0.5300942712110226
2024/02/23,11:00,0.39376359680928213
2024/02/23,12:00,0.28571428571428575
2024/02/23,13:00,0.205221174764322
2024/02/23,14:00,0.16896301667875274
2024/02/23,15:00,0.22117476432197244
2024/02/23,16:00,0.37273386511965195
2024/02/23,17:00,0.5736040609137057
2024/02/23,18:00,0.7418419144307471
2024/02/23,19:00,0.8201595358955767
2024/02/23,20:00,0.805656272661349
2024/02/23,21:00,0.7200870195794056
2024/02/23,22:00,0.5859318346627993
2024/02/23,23:00,0.43799854967367663
2024/02/24,00:00,0.3132704858593184
2024/02/24,01:00,0.22044960116026108
2024/02/24,02:00,0.16823785351704135
2024/02/24,03:00,0.19796954314720813
2024/02/24,04:00,0.3372008701957941
2024/02/24,05:00,0.5453226976069617
2024/02/24,06:00,0.7389412617839015
2024/02/24,07:00,0.8419144307469182
2024/02/24,08:00,0.8382886149383613
2024/02/24,09:00,0.7563451776649748
2024/02/24,10:00,0.6221899927483686
2024/02/24,11:00,0.46918056562726623
2024/02/24,12:00,0.33357505438723717
2024/02/24,13:00,0.2291515591007977
2024/02/24,14:00,0.15518491660623643
2024/02/24,15:00,0.14793328498912256
2024/02/24,16:00,0.2509064539521393
2024/02/24,17:00,0.4488759970993474
2024/02/24,18:00,0.6656997824510517
2024/02/24,19:00,0.8136330674401742
2024/02/24,20:00,0.8506163886874549
2024/02/24,21:00,0.7947788252356781
2024/02/24,22:00,0.6744017403915882
2024/02/24,23:00,0.5192168237853518
2024/02/25,00:00,0.36838288614938364
2024/02/25,01:00,0.2509064539521393
2024/02/25,02:00,0.1660623640319072
2024/02/25,03:00,0.14140681653372011
2024/02/25,04:00,0.224075416968818
2024/02/25,05:00,0.41624365482233505
2024/02/25,06:00,0.6461203770848443
2024/02/25,07:00,0.8187092095721539
2024/02/25,08:00,0.8759970993473534
2024/02/25,09:00,0.8266860043509792
2024/02/25,10:00,0.7092095721537347
2024/02/25,11:00,0.5547498187092097
2024/02/25,12:00,0.39883973894126185
2024/02/25,13:00,0.2719361856417694
2024/02/25,14:00,0.1754894851341552
2024/02/25,15:00,0.12255257432922409
2024/02/25,16:00,0.16388687454677306
2024/02/25,17:00,0.32487309644670054
2024/02/25,18:00,0.555474981870921
2024/02/25,19:00,0.7599709934735318
2024/02/25,20:00,0.8614938361131256
2024/02/25,21:00,0.8469905728788979
2024/02/25,22:00,0.7490935460478609
2024/02/25,23:00,0.6026105873821611
2024/02/26,00:00,0.438723712835388
2024/02/26,01:00,0.2980420594633793
2024/02/26,02:00,0.19216823785351705
2024/02/26,03:00,0.12907904278462654
2024/02/26,04:00,0.15155910079767948
2024/02/26,05:00,0.2973168963016679
2024/02/26,06:00,0.5286439448875998
2024/02/26,07:00,0.7505438723712837
2024/02/26,08:00,0.875271936185642
2024/02/26,09:00,0.8738216098622191
2024/02/26,10:00,0.7810007251631619
2024/02/26,11:00,0.638143582306019
2024/02/26,12:00,0.4749818709209573
2024/02/26,13:00,0.3277737490935461
2024/02/26,14:00,0.21464829586657
2024/02/26,15:00,0.1348803480783176
2024/02/26,16:00,0.12255257432922409
2024/02/26,17:00,0.22770123277737495
2024/02/26,18:00,0.43799854967367663
2024/02/26,19:00,0.6722262509064542
2024/02/26,20:00,0.833937635968093
2024/02/26,21:00,0.8723712835387964
2024/02/26,22:00,0.805656272661349
2024/02/26,23:00,0.6765772298767224
2024/02/27,00:00,0.5155910079767949
2024/02/27,01:00,0.3575054387237129
2024/02/27,02:00,0.23350253807106602
2024/02/27,03:00,0.14793328498912256
2024/02/27,04:00,0.12472806381435825
2024/02/27,05:00,0.21102248005801308
2024/02/27,06:00,0.4118926758520668
2024/02/27,07:00,0.6526468455402468
2024/02/27,08:00,0.8332124728063817
2024/02/27,09:00,0.890500362581581
2024/02/27,10:00,0.8324873096446703
2024/02/27,11:00,0.707759245830312
2024/02/27,12:00,0.5525743292240756
2024/02/27,13:00,0.39376359680928213
2024/02/27,14:00,0.2632342277012328
2024/02/27,15:00,0.16896301667875274
2024/02/27,16:00,0.12327773749093546
2024/02/27,17:00,0.1704133430021755
2024/02/27,18:00,0.3364757070340827
2024/02/27,19:00,0.5692530819434374
2024/02/27,20:00,0.7715736040609138
2024/02/27,21:00,0.865844815083394
2024/02/27,22:00,0.8397389412617842
2024/02/27,23:00,0.7338651196519218
2024/02/28,00:00,0.5866569978245106
2024/02/28,01:00,0.4263959390862945
2024/02/28,02:00,0.28571428571428575
2024/02/28,03:00,0.1856417693981146
2024/02/28,04:00,0.1348803480783176
2024/02/28,05:00,0.16896301667875274
2024/02/28,06:00,0.3176214648295867
2024/02/28,07:00,0.5453226976069617
2024/02/28,08:00,0.7577955039883976
2024/02/28,09:00,0.8701957940536623
2024/02/28,10:00,0.8585931834662801
2024/02/28,11:00,0.7585206671501089
2024/02/28,12:00,0.6185641769398116
2024/02/28,13:00,0.4633792603335751
2024/02/28,14:00,0.3212472806381436
2024/02/28,15:00,0.21464829586657
2024/02/28,16:00,0.15155910079767948
2024/02/28,17:00,0.1566352429296592
2024/02/28,18:00,0.2683103698332125
2024/02/28,19:00,0.47135605511240036
2024/02/28,20:00,0.6874546773023933
2024/02/28,21:00,0.8266860043509792
2024/02/28,22:00,0.8469905728788979
2024/02/28,23:00,0.7708484408992025
2024/02/29,00:00,0.6432197244379987
2024/02/29,01:00,0.4945612762871647
2024/02/29,02:00,0.34880348078317625
2024/02/29,03:00,0.23495286439448881
2024/02/29,04:00,0.16896301667875274
2024/02/29,05:00,0.16678752719361856
2024/02/29,06:00,0.26033357505438726
2024/02/29,07:00,0.4496011602610588
2024/02/29,08:00,0.6656997824510517
2024/02/29,09:00,0.8165337200870197
2024/02/29,10:00,0.8527918781725891
2024/02/29,11:00,0.7868020304568529
2024/02/29,12:00,0.6671501087744743
2024/02/29,13:00,0.5264684554024657
2024/02/29,14:00,0.38433647570703416
2024/02/29,15:00,0.2683103698332125
2024/02/29,16:00,0.1950688905003626
2024/02/29,17:00,0.1754894851341552
2024/02/29,18:00,0.23785351704133434
2024/02/29,19:00,0.39521392313270487
2024/02/29,20:00,0.5989847715736042
2024/02/29,21:00,0.7628716461203773
2024/02/29,22:00,0.8252356780275564
2024/02/29,23:00,0.7853517041334303
